Value,Count,Landforms_2020_3_31_USA_Clip,LC23_EVT_240_Clip,Landforms,EVT_NAME,EVT_PHYS,EVT_GP_N
436,59.000000000000000,44,7362,Cove: SW warm,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
437,84940.000000000000000,3,7314,Steep slope: NE cool,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest
438,167.000000000000000,3,7239,Steep slope: NE cool,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
439,93.000000000000000,23,7488,Sideslope NE cool,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland
440,46048.000000000000000,44,7314,Cove: SW warm,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest
441,126.000000000000000,4,7239,Steep slope: SW warm,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
442,95.000000000000000,41,7362,Flat at bottom of steep slope,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
443,4138.000000000000000,43,9315,Cove: NE cool,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
444,143.000000000000000,43,7362,Cove: NE cool,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
445,274140.000000000000000,3,7310,Steep slope: NE cool,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
446,88717.000000000000000,43,7314,Cove: NE cool,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest
447,1435.000000000000000,13,7239,Slope crest,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
448,214.000000000000000,24,9683,Sideslope SW warm,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
449,717.000000000000000,13,7296,Slope crest,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
450,1274.000000000000000,13,7905,Slope crest,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
451,769.000000000000000,13,7925,Slope crest,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
452,475.000000000000000,43,7292,Cove: NE cool,Open Water,Open Water,Open Water
453,221.000000000000000,11,7925,Flat summit/ridge,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
454,432.000000000000000,11,7905,Flat summit/ridge,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
455,840.000000000000000,24,7412,Sideslope SW warm,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
456,362.000000000000000,11,7296,Flat summit/ridge,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
457,6877.000000000000000,32,7407,Valley/toe slope,Laurentian Pine Barrens,Conifer,Jack Pine Forest
458,27623.000000000000000,4,7311,Steep slope: SW warm,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
459,7416.000000000000000,3,7311,Steep slope: NE cool,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
460,19258.000000000000000,44,7311,Cove: SW warm,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
461,6669.000000000000000,4,7977,Steep slope: SW warm,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
462,44172.000000000000000,41,7314,Flat at bottom of steep slope,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest
463,6259.000000000000000,43,7311,Cove: NE cool,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
464,36861.000000000000000,13,7311,Slope crest,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
465,907.000000000000000,24,7909,Sideslope SW warm,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
466,8503.000000000000000,11,7311,Flat summit/ridge,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
467,8901.000000000000000,44,9315,Cove: SW warm,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
468,17529.000000000000000,41,7977,Flat at bottom of steep slope,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
469,2552.000000000000000,24,7298,Sideslope SW warm,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
470,25347.000000000000000,13,7977,Slope crest,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
471,2134.000000000000000,13,7299,Slope crest,Developed-Roads,Developed-Roads,Developed-Roads
472,258.000000000000000,3,7925,Steep slope: NE cool,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
473,231.000000000000000,13,7908,Slope crest,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
474,127.000000000000000,13,7927,Slope crest,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
475,146.000000000000000,3,7296,Steep slope: NE cool,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
476,158.000000000000000,43,7238,Cove: NE cool,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
477,339.000000000000000,11,7239,Flat summit/ridge,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
478,986.000000000000000,3,7905,Steep slope: NE cool,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
479,340.000000000000000,4,7925,Steep slope: SW warm,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
480,171.000000000000000,50,7973,Water,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
481,176.000000000000000,44,7297,Cove: SW warm,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
482,9551.000000000000000,4,7299,Steep slope: SW warm,Developed-Roads,Developed-Roads,Developed-Roads
483,8901.000000000000000,41,7311,Flat at bottom of steep slope,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
484,16758.000000000000000,44,7299,Cove: SW warm,Developed-Roads,Developed-Roads,Developed-Roads
485,240.000000000000000,4,7296,Steep slope: SW warm,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
486,1324.000000000000000,11,7299,Flat summit/ridge,Developed-Roads,Developed-Roads,Developed-Roads
487,9248.000000000000000,41,7299,Flat at bottom of steep slope,Developed-Roads,Developed-Roads,Developed-Roads
488,65.000000000000000,4,7297,Steep slope: SW warm,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
489,10209.000000000000000,13,9817,Slope crest,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
490,2164.000000000000000,32,7970,Valley/toe slope,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
491,181.000000000000000,13,7297,Slope crest,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
492,290.000000000000000,4,7909,Steep slope: SW warm,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
493,1307.000000000000000,4,7905,Steep slope: SW warm,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
494,68.000000000000000,13,7909,Slope crest,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
495,151.000000000000000,11,7908,Flat summit/ridge,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
496,607.000000000000000,44,7292,Cove: SW warm,Open Water,Open Water,Open Water
497,417.000000000000000,44,7421,Cove: SW warm,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
498,4063.000000000000000,4,9315,Steep slope: SW warm,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
499,11246.000000000000000,13,9315,Slope crest,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
500,31.000000000000000,44,7488,Cove: SW warm,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland
501,7.000000000000000,4,9683,Steep slope: SW warm,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
502,6186.000000000000000,44,9817,Cove: SW warm,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
503,19.000000000000000,4,7412,Steep slope: SW warm,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
504,390.000000000000000,50,7295,Water,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
505,22.000000000000000,4,7488,Steep slope: SW warm,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland
506,64.000000000000000,4,7421,Steep slope: SW warm,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
507,3875.000000000000000,11,9315,Flat summit/ridge,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
508,853.000000000000000,23,7928,Sideslope NE cool,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
509,1189.000000000000000,3,9315,Steep slope: NE cool,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
510,27.000000000000000,44,7412,Cove: SW warm,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
511,31.000000000000000,23,9683,Sideslope NE cool,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
512,15.000000000000000,3,7412,Steep slope: NE cool,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
513,14.000000000000000,43,7412,Cove: NE cool,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
514,443.000000000000000,22,7976,Gentle slope,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
515,8.000000000000000,3,7907,Steep slope: NE cool,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
516,2782.000000000000000,13,7975,Slope crest,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
517,11583.000000000000000,24,7978,Sideslope SW warm,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
518,2404.000000000000000,44,7905,Cove: SW warm,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
519,353.000000000000000,44,7925,Cove: SW warm,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
520,1864.000000000000000,41,7905,Flat at bottom of steep slope,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
521,3488.000000000000000,43,7905,Cove: NE cool,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
522,684.000000000000000,44,7296,Cove: SW warm,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
523,50.000000000000000,11,7927,Flat summit/ridge,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
524,607.000000000000000,3,9817,Steep slope: NE cool,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
525,118.000000000000000,13,7907,Slope crest,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
526,7798.000000000000000,41,9315,Flat at bottom of steep slope,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
527,8277.000000000000000,43,7299,Cove: NE cool,Developed-Roads,Developed-Roads,Developed-Roads
528,4010.000000000000000,5,7314,Cliff: NE cool,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest
529,25.000000000000000,44,9683,Cove: SW warm,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
530,80.000000000000000,13,7421,Slope crest,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
531,4308.000000000000000,41,7974,Flat at bottom of steep slope,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
532,1411.000000000000000,30,7970,Dry flat,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
533,470.000000000000000,24,7928,Sideslope SW warm,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
534,616.000000000000000,41,9179,Flat at bottom of steep slope,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
535,395.000000000000000,44,9179,Cove: SW warm,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
536,35.000000000000000,4,7927,Steep slope: SW warm,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
537,19699.000000000000000,44,7977,Cove: SW warm,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
538,409.000000000000000,44,7908,Cove: SW warm,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
539,132.000000000000000,4,7975,Steep slope: SW warm,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
540,154.000000000000000,11,7929,Flat summit/ridge,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
541,139.000000000000000,41,7297,Flat at bottom of steep slope,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
542,12327.000000000000000,4,9317,Steep slope: SW warm,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
543,109.000000000000000,11,7297,Flat summit/ridge,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
544,53.000000000000000,43,7908,Cove: NE cool,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
545,151.000000000000000,43,7907,Cove: NE cool,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
546,105.000000000000000,41,7927,Flat at bottom of steep slope,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
547,181.000000000000000,41,7908,Flat at bottom of steep slope,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
548,182.000000000000000,41,7907,Flat at bottom of steep slope,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
549,250.000000000000000,44,7907,Cove: SW warm,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
550,705.000000000000000,30,7976,Dry flat,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
551,39.000000000000000,11,7421,Flat summit/ridge,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
552,11401.000000000000000,13,7974,Slope crest,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
553,9709.000000000000000,11,7974,Flat summit/ridge,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
554,121.000000000000000,4,7907,Steep slope: SW warm,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
555,47.000000000000000,3,7421,Steep slope: NE cool,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
556,96.000000000000000,5,9315,Cliff: NE cool,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
557,5398.000000000000000,11,9817,Flat summit/ridge,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
558,5407.000000000000000,5,7310,Cliff: NE cool,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
559,219.000000000000000,3,7974,Steep slope: NE cool,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
560,193.000000000000000,22,9314,Gentle slope,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
561,12.000000000000000,23,9314,Sideslope NE cool,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
562,4.000000000000000,5,7292,Cliff: NE cool,Open Water,Open Water,Open Water
563,185.000000000000000,4,7292,Steep slope: SW warm,Open Water,Open Water,Open Water
564,1.000000000000000,3,9683,Steep slope: NE cool,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
565,414.000000000000000,5,7311,Cliff: NE cool,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna
566,46.000000000000000,43,9179,Cove: NE cool,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
567,183.000000000000000,43,7421,Cove: NE cool,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
568,28.000000000000000,43,7488,Cove: NE cool,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian,Depressional Wetland
569,285.000000000000000,32,7976,Valley/toe slope,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
570,208.000000000000000,22,9318,Gentle slope,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
571,1821.000000000000000,22,7970,Gentle slope,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
572,11.000000000000000,24,9177,Sideslope SW warm,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian,Atlantic Swamp Forests
573,986.000000000000000,21,7976,Upper flat,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
574,2429.000000000000000,11,7975,Flat summit/ridge,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
575,998.000000000000000,39,7970,Pluvial flat,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
576,50.000000000000000,11,7907,Flat summit/ridge,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
577,4566.000000000000000,41,9817,Flat at bottom of steep slope,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
578,39.000000000000000,24,9679,Sideslope SW warm,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
579,210.000000000000000,13,7929,Slope crest,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
580,15.000000000000000,13,7928,Slope crest,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
581,1983.000000000000000,4,9817,Steep slope: SW warm,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
582,1.000000000000000,5,7421,Cliff: NE cool,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
583,27.000000000000000,5,7296,Cliff: NE cool,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
584,25.000000000000000,44,7298,Cove: SW warm,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
585,77.000000000000000,4,7908,Steep slope: SW warm,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
586,6142.000000000000000,43,7977,Cove: NE cool,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
587,1782.000000000000000,43,9817,Cove: NE cool,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
588,4853.000000000000000,13,9317,Slope crest,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
589,138.000000000000000,11,7295,Flat summit/ridge,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
590,119.000000000000000,44,7927,Cove: SW warm,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
591,7.000000000000000,5,7929,Cliff: NE cool,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
592,17.000000000000000,13,7412,Slope crest,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie
593,262.000000000000000,24,9180,Sideslope SW warm,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
594,107635.000000000000000,24,7517,Sideslope SW warm,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
595,83027.000000000000000,23,7517,Sideslope NE cool,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
596,56727.000000000000000,13,7517,Slope crest,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
597,86.000000000000000,11,7973,Flat summit/ridge,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
598,80.000000000000000,13,7973,Slope crest,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
599,87216.000000000000000,3,7517,Steep slope: NE cool,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
600,153851.000000000000000,4,7517,Steep slope: SW warm,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
601,1336.000000000000000,3,7977,Steep slope: NE cool,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
602,2.000000000000000,43,9314,Cove: NE cool,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
603,485.000000000000000,43,9317,Cove: NE cool,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
604,637.000000000000000,41,9317,Flat at bottom of steep slope,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
605,7822.000000000000000,5,7517,Cliff: NE cool,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
606,34.000000000000000,13,7298,Slope crest,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
607,549.000000000000000,44,9317,Cove: SW warm,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
608,19940.000000000000000,43,7517,Cove: NE cool,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
609,97.000000000000000,22,7517,Gentle slope,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
610,888.000000000000000,11,9312,Flat summit/ridge,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
611,1393.000000000000000,13,9312,Slope crest,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
612,8.000000000000000,11,7928,Flat summit/ridge,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
613,1376.000000000000000,41,7975,Flat at bottom of steep slope,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
614,747.000000000000000,3,9317,Steep slope: NE cool,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
615,1407.000000000000000,3,7299,Steep slope: NE cool,Developed-Roads,Developed-Roads,Developed-Roads
616,682.000000000000000,11,7517,Flat summit/ridge,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
617,56.000000000000000,44,9314,Cove: SW warm,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
618,483.000000000000000,43,7925,Cove: NE cool,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
619,539.000000000000000,30,9679,Dry flat,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
620,69.000000000000000,24,7394,Sideslope SW warm,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna
621,1998.000000000000000,44,7517,Cove: SW warm,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
622,941.000000000000000,13,7286,Slope crest,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
623,234.000000000000000,32,7290,Valley/toe slope,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
624,192.000000000000000,22,7290,Gentle slope,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
625,1661.000000000000000,30,7290,Dry flat,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
626,2197.000000000000000,21,7290,Upper flat,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
627,189.000000000000000,32,9679,Valley/toe slope,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
628,271.000000000000000,5,7977,Cliff: NE cool,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
629,220.000000000000000,41,9312,Flat at bottom of steep slope,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
630,395.000000000000000,44,7929,Cove: SW warm,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
631,288.000000000000000,41,7929,Flat at bottom of steep slope,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
632,74.000000000000000,43,7929,Cove: NE cool,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
633,1129.000000000000000,5,9317,Cliff: NE cool,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
634,4071.000000000000000,44,7974,Cove: SW warm,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
635,7.000000000000000,5,7974,Cliff: NE cool,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
636,543.000000000000000,23,7286,Sideslope NE cool,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
637,1527.000000000000000,24,7286,Sideslope SW warm,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
638,3163.000000000000000,4,7286,Steep slope: SW warm,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
639,434.000000000000000,3,7286,Steep slope: NE cool,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
640,332.000000000000000,41,7925,Flat at bottom of steep slope,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
641,10.000000000000000,41,7909,Flat at bottom of steep slope,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
642,511.000000000000000,41,7296,Flat at bottom of steep slope,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
643,31.000000000000000,5,7925,Cliff: NE cool,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
644,504.000000000000000,43,7296,Cove: NE cool,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
645,706.000000000000000,39,9682,Pluvial flat,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies
646,27.000000000000000,22,9679,Gentle slope,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests
647,179.000000000000000,43,7286,Cove: NE cool,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
648,112.000000000000000,43,7297,Cove: NE cool,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
649,179.000000000000000,50,7286,Water,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
650,460.000000000000000,50,7517,Water,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
